Ano de eleição,Cargo,Coligação,Cor/raça,Detalhe da situação de candidatura,Estado civil,Faixa etária,Federação,Gênero,Grau de instrução,Município,Nacionalidade,Nome social,Ocupação,Reeleição,Região,Sigla partido,Situação de candidatura,Situação de totalização,Tipo eleição,Turno,UF,Quantidade de candidatos,Quantidade de candidatos eleitos,Quantidade de candidatos para o 2º turno,Quantidade de candidatos não eleitos,Quantidade de candidatos suplentes,Quantidade de candidatos não informados,Data de carga
2008,Prefeito,""" UNIÃO PARA O DESENVOLVIMENTO DE MONTE CASTELO """,#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Ensino Médio incompleto,MONTE CASTELO,Brasileira nata,N,Empresário,N,SUL,PMDB,Apto,Eleito,Eleição Ordinária,1,SC,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""100 % POPULAR""",#NE,Deferido,Divorciado(a),40 a 44 anos,,Masculino,Superior completo,PLÁCIDO DE CASTRO,Brasileira nata,N,Médico,N,NORTE,PMN,Apto,Não eleito,Eleição Ordinária,1,AC,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""100% BRAÚNAS""",#NE,Deferido,Casado(a),45 a 49 anos,,Masculino,Superior completo,BRAÚNAS,Brasileira nata,N,Jornalista e Redator,N,SUDESTE,PT do B,Apto,Não eleito,Eleição Ordinária,1,MG,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A BOTUCATU QUE VOCÊ SEMPRE QUIS""",#NE,Deferido com recurso,Casado(a),45 a 49 anos,,Masculino,Superior completo,BOTUCATU,Brasileira nata,N,Empresário,N,SUDESTE,DEM,Apto,Não eleito,Eleição Ordinária,1,SP,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A DEMOCRACIA CONTINUA""",#NE,Deferido,Casado(a),45 a 49 anos,,Masculino,Ensino Médio completo,AQUIDABÃ,Brasileira nata,N,Comerciante,N,NORDESTE,PR,Apto,Eleito,Eleição Ordinária,1,SE,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A ESPERANÇA QUE VEM DO POVO""",#NE,Deferido,Casado(a),35 a 39 anos,,Masculino,Superior incompleto,AMARANTE,Brasileira nata,N,Servidor Público Estadual,N,NORDESTE,PT,Apto,Não eleito,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A FORÇA DA RENOVAÇÃO""",#NE,Deferido,Separado(a) judicialmente,30 a 34 anos,,Masculino,Superior completo,PIÊN,Brasileira nata,N,Jornalista e Redator,N,SUL,PRB,Apto,Não eleito,Eleição Ordinária,1,PR,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A FORÇA DA UNIÃO""",#NE,Deferido,Casado(a),60 a 64 anos,,Masculino,Superior completo,JEQUIÉ,Brasileira nata,N,Administrador,N,NORDESTE,PMDB,Apto,Eleito,Eleição Ordinária,1,BA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A FORÇA DA UNIÃO""",#NE,Deferido com recurso,Casado(a),50 a 54 anos,,Masculino,Ensino Fundamental incompleto,IPECAETÁ,Brasileira nata,N,Pecuarista,S,NORDESTE,PMDB,Apto,Eleito,Eleição Ordinária,1,BA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A FORÇA DO CORAÇÃO""",#NE,Deferido,Separado(a) judicialmente,30 a 34 anos,,Feminino,Superior completo,PRESIDENTE SARNEY,Brasileira nata,N,Servidor Público Municipal,N,NORDESTE,PTB,Apto,Não eleito,Eleição Ordinária,1,MA,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A FORÇA DO POVO!""",#NE,Deferido,Casado(a),50 a 54 anos,,Masculino,Ensino Médio completo,JUCURUÇU,Brasileira nata,N,Vereador,N,NORDESTE,DEM,Apto,Eleito,Eleição Ordinária,1,BA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A FORÇA DO POVO""!",#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Ensino Médio completo,CAPIVARI DE BAIXO,Brasileira nata,N,Comerciante,N,SUL,PDT,Apto,Não eleito,Eleição Ordinária,1,SC,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A FORÇA QUE VEM DO POVO""",#NE,Deferido,Casado(a),65 a 69 anos,,Masculino,Ensino Médio completo,PRATA DO PIAUÍ,Brasileira nata,N,Servidor Público Estadual,N,NORDESTE,PSDB,Apto,Não eleito,Eleição Suplementar,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A ITAMBE DE TODOS NOS""",#NE,Deferido,Casado(a),35 a 39 anos,,Masculino,Superior completo,ITAMBÉ,Brasileira nata,N,Enfermeiro,N,NORDESTE,PT,Apto,Não eleito,Eleição Ordinária,1,BA,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A MUDANÇA COM A FORÇA DO POVO""",#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Ensino Médio incompleto,SERROLÂNDIA,Brasileira nata,N,Comerciante,N,NORDESTE,PSB,Apto,Eleito,Eleição Ordinária,1,BA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A MUDANÇA QUE O POVO QUER.""",#NE,Deferido,Casado(a),35 a 39 anos,,Feminino,Superior incompleto,JAPARATUBA,Brasileira nata,N,"Estudante, Bolsista, Estagiário e Assemelhados",N,NORDESTE,PR,Apto,Eleito,Eleição Ordinária,1,SE,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A REAÇÃO CONTINUA""",#NE,Deferido,Divorciado(a),35 a 39 anos,,Masculino,Superior incompleto,PORTO CALVO,Brasileira nata,N,Técnico em Agronomia e Agrimensura,S,NORDESTE,PMDB,Apto,Eleito,Eleição Ordinária,1,AL,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A TRANSFORMAÇÃO QUE A GENTE FAZ""",#NE,Deferido,Casado(a),50 a 54 anos,,Masculino,Superior completo,RENASCENÇA,Brasileira nata,N,Professor de Ensino Médio,N,SUL,PSDB,Apto,Eleito,Eleição Ordinária,1,PR,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A UNIÃO DE SANTANA CONTINUA""",#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Superior completo,SANTANA DO MARANHÃO,Brasileira nata,N,Engenheiro,S,NORDESTE,PDT,Apto,Eleito,Eleição Ordinária,1,MA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A VEZ DO POVO""",#NE,Deferido,Casado(a),45 a 49 anos,,Feminino,Superior completo,MASSAPÊ DO PIAUÍ,Brasileira nata,N,Advogado,N,NORDESTE,PT,Apto,Não eleito,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A VONTADE DO POVO""",#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Ensino Médio completo,ITABERABA,Brasileira nata,N,Empresário,N,NORDESTE,DEM,Apto,Eleito,Eleição Ordinária,1,BA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""A VONTADE DO POVO""",#NE,Renúncia,Casado(a),55 a 59 anos,,Masculino,Superior completo,ITABERABA,Brasileira nata,N,Empresário,N,NORDESTE,PR,Inapto,Substituído,Eleição Ordinária,1,BA,1.0,0.0,0.0,0.0,0.0,1.0,2021-08-24 12:11:44
2008,Prefeito,"""AGORA É A VEZ DO POVO""",#NE,Deferido,Casado(a),55 a 59 anos,,Masculino,Ensino Fundamental completo,CAJAPIÓ,Brasileira nata,N,Comerciante,N,NORDESTE,PSDC,Apto,Não eleito,Eleição Ordinária,1,MA,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""ALIANÇA PARA A CONTINUIDADE DO DESENVOLVIMENTO DE LINS""",#NE,Deferido,Casado(a),70 a 74 anos,,Masculino,Superior completo,LINS,Brasileira nata,N,Engenheiro,S,SUDESTE,PMDB,Apto,Eleito,Eleição Ordinária,1,SP,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""ANTONIO ALMEIDA MAIS FELIZ""",#NE,Deferido,Casado(a),60 a 64 anos,,Masculino,Ensino Fundamental incompleto,ANTÔNIO ALMEIDA,Brasileira nata,N,Trabalhador Rural,N,NORDESTE,PSB,Apto,Não eleito,Eleição Suplementar,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""APIACÁ: O INÍCIO DE UM NOVO TEMPO!""",#NE,Deferido,Solteiro(a),70 a 74 anos,,Masculino,Ensino Médio completo,APIACÁ,Brasileira nata,N,Aposentado (Exceto Servidor Público),N,SUDESTE,PSDB,Apto,Não eleito,Eleição Suplementar,1,ES,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""AVANÇA ITARANTIM""",#NE,Indeferido com recurso,Casado(a),40 a 44 anos,,Masculino,Superior incompleto,ITARANTIM,Brasileira nata,N,Pecuarista,N,NORDESTE,PMDB,Apto,Indeferido com Recurso,Eleição Ordinária,1,BA,1.0,0.0,0.0,0.0,0.0,1.0,2021-08-24 12:11:44
2008,Prefeito,"""AVANÇA ITATIM""",#NE,Deferido,Viúvo(a),45 a 49 anos,,Feminino,Ensino Fundamental incompleto,ITATIM,Brasileira nata,N,Outros,N,NORDESTE,PSDB,Apto,Eleito,Eleição Ordinária,1,BA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""AVANÇA SALGADO""",#NE,Deferido,Casado(a),45 a 49 anos,,Feminino,Ensino Fundamental completo,SALGADO,Brasileira nata,N,Prefeito,S,NORDESTE,PMDB,Apto,Eleito,Eleição Ordinária,1,SE,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""AVANÇA SÃO JOÃO""",#NE,Deferido,Separado(a) judicialmente,50 a 54 anos,,Masculino,Superior completo,SÃO JOÃO EVANGELISTA,Brasileira nata,N,Servidor Público Federal,N,SUDESTE,PT,Apto,Eleito,Eleição Ordinária,1,MG,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""BARRA MANSA EM 1º LUGAR!""",#NE,Deferido,Casado(a),50 a 54 anos,,Masculino,Superior completo,BARRA MANSA,Brasileira nata,N,Advogado,N,SUDESTE,PSDB,Apto,Não eleito,Eleição Ordinária,1,RJ,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""BARUERI DE CARA NOVA, A MUDANÇA É VOCÊ QUEM FAZ""",#NE,Deferido,Solteiro(a),45 a 49 anos,,Masculino,Superior completo,BARUERI,Brasileira nata,N,Advogado,N,SUDESTE,PDT,Apto,Não eleito,Eleição Ordinária,1,SP,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""BIRITIBA MERECE RESPEITO""",#NE,Deferido,Casado(a),35 a 39 anos,,Masculino,Superior incompleto,BIRITIBA MIRIM,Brasileira nata,N,"Corretor de Imóveis, Seguros, Títulos e Valores",N,SUDESTE,PSDB,Apto,Eleito,Eleição Ordinária,1,SP,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""CARNEIRINHO, A FORÇA DAS NOVAS IDÉIAS""",#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Ensino Fundamental completo,CARNEIRINHO,Brasileira nata,N,Servidor Público Municipal,N,SUDESTE,DEM,Apto,Não eleito,Eleição Ordinária,1,MG,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""CASTRO ALVES DE TODOS NÓS""",#NE,Deferido,Casado(a),60 a 64 anos,,Masculino,Ensino Médio incompleto,CASTRO ALVES,Brasileira nata,N,Prefeito,S,NORDESTE,PMDB,Apto,Não eleito,Eleição Ordinária,1,BA,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""COLIGAÇÃO ALIANÇA DA VITÓRIA""",#NE,Deferido,Casado(a),50 a 54 anos,,Masculino,Ensino Médio completo,ELÍSIO MEDRADO,Brasileira nata,N,Empresário,N,NORDESTE,PP,Apto,Eleito,Eleição Ordinária,1,BA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""COLIGAÇÃO ITATIM DE TODOS NÓS""",#NE,Deferido,Casado(a),35 a 39 anos,,Feminino,Ensino Médio completo,ITATIM,Brasileira nata,N,Professor de Ensino Fundamental,N,NORDESTE,PMDB,Apto,Não eleito,Eleição Ordinária,1,BA,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""COLIGAÇÃO TRABALHAR SEMPRE"" - PMDB/PTB/PT/PSB/PPS",#NE,Deferido,Casado(a),55 a 59 anos,,Feminino,Superior completo,PEIXE-BOI,Brasileira nata,N,Advogado,N,NORTE,PMDB,Apto,Eleito,Eleição Ordinária,1,PA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""COLIGAÇÃO UNIDOS POR UMBAÚBA""",#NE,Deferido,Casado(a),55 a 59 anos,,Masculino,Ensino Fundamental incompleto,UMBAÚBA,Brasileira nata,N,Agricultor,N,NORDESTE,PSC,Apto,Não eleito,Eleição Ordinária,1,SE,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""COLIGAÇÃO UNIÃO E SERIEDADE""",#NE,Deferido,Casado(a),55 a 59 anos,,Masculino,Ensino Médio completo,MESÓPOLIS,Brasileira nata,N,Agricultor,S,SUDESTE,PTB,Apto,Eleito,Eleição Ordinária,1,SP,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""COM A UNIÃO E A FORÇA DO POVO, NARCISO E JOÃO ROQUE DENOVO""",#NE,Deferido,Casado(a),55 a 59 anos,,Masculino,Ensino Médio completo,ENTRE RIOS,Brasileira nata,N,Agricultor,S,SUL,PMDB,Apto,Eleito,Eleição Ordinária,1,SC,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""COMPROMISSO COM ILHA COMPRIDA""",#NE,Deferido,Casado(a),45 a 49 anos,,Masculino,Superior completo,ILHA COMPRIDA,Brasileira nata,N,Professor de Ensino Superior,N,SUDESTE,PSDB,Apto,Eleito,Eleição Ordinária,1,SP,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""COMUNIDADE NO PODER""",#NE,Deferido,Viúvo(a),65 a 69 anos,,Masculino,Superior completo,JESUÍTAS,Brasileira nata,N,Aposentado (Exceto Servidor Público),N,SUL,PP,Apto,Não eleito,Eleição Ordinária,1,PR,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""CONSTRUIR O PRESENTE E PLANEJAR O FUTURO""",#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Ensino Fundamental incompleto,NOVO MUNDO,Brasileira nata,N,Agricultor,S,CENTRO-OESTE,PMDB,Apto,Não eleito,Eleição Suplementar,1,MT,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""CORAGEM PARA MUDAR""",#NE,Deferido,Divorciado(a),45 a 49 anos,,Feminino,Superior completo,VALPARAÍSO DE GOIÁS,Brasileira nata,N,Servidor Público Federal,N,CENTRO-OESTE,PSDB,Apto,Eleito,Eleição Ordinária,1,GO,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""CORDEIRO:POVO PARTICIPATIVO!""",#NE,Deferido,Casado(a),65 a 69 anos,,Masculino,Superior completo,CORDEIRO,Brasileira nata,N,Aposentado (Exceto Servidor Público),N,SUDESTE,PDT,Apto,Eleito,Eleição Ordinária,1,RJ,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""DE VOLTA AO PROGRESSO, A FORÇA JOVEM VEM AÍ""",#NE,Deferido,Solteiro(a),25 a 29 anos,,Masculino,Superior incompleto,SÃO MIGUEL DA BAIXA GRANDE,Brasileira nata,N,"Estudante, Bolsista, Estagiário e Assemelhados",N,NORDESTE,PRB,Apto,Não eleito,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""DE VOLTA PARA O FUTURO""",#NE,Deferido,Casado(a),65 a 69 anos,,Masculino,Superior completo,SÃO PEDRO DO PIAUÍ,Brasileira nata,N,Odontólogo,N,NORDESTE,DEM,Apto,Não eleito,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""DEIXA O HOMEM TRABALHAR""",#NE,Deferido,Solteiro(a),45 a 49 anos,,Masculino,Ensino Médio completo,NOVA GRANADA,Brasileira nata,N,Prefeito,S,SUDESTE,PTB,Apto,Eleito,Eleição Ordinária,1,SP,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""DESENVOLVIMENTO E IGUALDADE""",#NE,Deferido,Casado(a),55 a 59 anos,,Feminino,Superior completo,IPUEIRA,Brasileira nata,N,Prefeito,S,NORDESTE,DEM,Apto,Eleito,Eleição Ordinária,1,RN,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""DESENVOLVIMENTO E RESPONSABILIDADE SOCIAL""",#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Ensino Médio completo,AÇUCENA,Brasileira nata,N,Comerciante,S,SUDESTE,PT,Apto,Eleito,Eleição Ordinária,1,MG,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""DESPERTA, SANTA RITA""",#NE,Deferido,Casado(a),55 a 59 anos,,Masculino,Ensino Médio completo,SANTA RITA,Brasileira nata,N,Servidor Público Federal,N,NORDESTE,PV,Apto,Não eleito,Eleição Ordinária,1,MA,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""DIAMANTINO NOVO RUMO""",#NE,Deferido,Casado(a),35 a 39 anos,,Masculino,Superior incompleto,DIAMANTINO,Brasileira nata,N,Agricultor,N,CENTRO-OESTE,PSDB,Apto,Não eleito,Eleição Ordinária,1,MT,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""DO POVO COM OS FILHOS DA TERRA""",#NE,Deferido com recurso,Casado(a),40 a 44 anos,,Masculino,Superior completo,ISAÍAS COELHO,Brasileira nata,N,Servidor Público Estadual,N,NORDESTE,PSB,Apto,Não eleito,Eleição Suplementar,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""ESPERANÇA DO POVO""",#NE,Deferido,Solteiro(a),40 a 44 anos,,Feminino,Ensino Médio completo,ITARANTIM,Brasileira nata,N,Outros,N,NORDESTE,PTB,Apto,Não eleito,Eleição Ordinária,1,BA,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""ESPERANÇA E RESISTÊNCIA""",#NE,Deferido com recurso,Casado(a),55 a 59 anos,,Feminino,Ensino Médio completo,SÃO FERNANDO,Brasileira nata,N,Aposentado (Exceto Servidor Público),N,NORDESTE,PMDB,Apto,Não eleito,Eleição Ordinária,1,RN,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""EU AMO CAMPINA GRANDE DO SUL""",#NE,Deferido,Casado(a),50 a 54 anos,,Masculino,Ensino Médio incompleto,CAMPINA GRANDE DO SUL,Brasileira nata,N,Empresário,N,SUL,PSB,Apto,Eleito,Eleição Ordinária,1,PR,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""EXPERIENCIA FAZ A DIFERENÇA"" - PSDB/PMDB/PSL/PRB/PDT/PSB",#NE,Deferido,Casado(a),55 a 59 anos,,Feminino,Superior completo,PIRACAIA,Brasileira nata,N,Prefeito,S,SUDESTE,PSDB,Apto,Não eleito,Eleição Ordinária,1,SP,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""FATIMA, NOSSO POVO, NOSSO ORGULHO""",#NE,Deferido,Casado(a),40 a 44 anos,,Masculino,Ensino Médio incompleto,FÁTIMA,Brasileira nata,N,Outros,N,NORDESTE,PSB,Apto,Eleito,Eleição Ordinária,1,BA,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""FELIZ CIDADE""",#NE,Deferido,Casado(a),50 a 54 anos,,Masculino,Superior completo,NOVA ESPERANÇA,Brasileira nata,N,Agricultor,N,SUL,DEM,Apto,Não eleito,Eleição Ordinária,1,PR,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""FLORIANO!! NASCEU UMA ESPERANÇA""",#NE,Indeferido,Casado(a),45 a 49 anos,,Masculino,Superior completo,FLORIANO,Brasileira nata,N,Advogado,N,NORDESTE,PMDB,Inapto,Registro negado antes da eleição,Eleição Ordinária,1,PI,1.0,0.0,0.0,0.0,0.0,1.0,2021-08-24 12:11:44
2008,Prefeito,"""FORÇA DO POVO""",#NE,Indeferido,Solteiro(a),60 a 64 anos,,Masculino,Superior completo,ICATU,Brasileira nata,N,Advogado,N,NORDESTE,PMDB,Inapto,Registro negado antes da eleição,Eleição Ordinária,1,MA,1.0,0.0,0.0,0.0,0.0,1.0,2021-08-24 12:11:44
2008,Prefeito,"""FORÇA, DEMOCRACIA E AÇÃO""",#NE,Deferido,Casado(a),40 a 44 anos,,Feminino,Superior completo,PORTO VITÓRIA,Brasileira nata,N,Comerciante,N,SUL,PMDB,Apto,Não eleito,Eleição Ordinária,1,PR,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""FRENTE DE RECUPERAÇÃO DE JOSÉ DE FREITAS - A VITORIA PELO TRABALHO""",#NE,Deferido,Casado(a),60 a 64 anos,,Masculino,Superior completo,JOSÉ DE FREITAS,Brasileira nata,N,Prefeito,S,NORDESTE,PSDB,Apto,Eleito,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-08-24 12:11:44
2008,Prefeito,"""FRENTE POPULAR PONGAIENSE""",#NE,Indeferido,Casado(a),60 a 64 anos,,Masculino,Ensino Médio completo,PONGAÍ,Brasileira nata,N,Agricultor,N,SUDESTE,PTB,Inapto,#NULO#,Eleição Ordinária,1,SP,1.0,0.0,0.0,0.0,0.0,1.0,2021-08-24 12:11:44
2008,Prefeito,"""GENTE EM PRIMEIRO LUGAR""",#NE,Deferido,Casado(a),60 a 64 anos,,Feminino,Superior completo,MACEIÓ,Brasileira nata,N,Advogado,N,NORDESTE,PSDB,Apto,Não eleito,Eleição Ordinária,1,AL,1.0,0.0,0.0,1.0,0.0,0.0,2021-08-24 12:11:44
